id,text,labels
4123,toàn để báo nó giật tít không thèm đọc cả bài rồi giãy nảy lên như đỉa phải vôi,"[24, 25]"
882,bố mấy thằng bệnh,"[23, 24]"
x001414,"@nangoc84 Để trở thành Triệu Phú thì anh Ngọc đã trải qua rất nhiều khó khăn, em biết điều đó, và ai cũng sẽ trải qua khó khăn và thử thách rất nhiều để thành công phải ko anh","[5, 8]"
16743,Kieu Vy coi cảnh dùng gậy đập mà đau tim lun 🥲,"[16, 21]"
5242,thế nên bán hàng có tâm là đừng bao giờ nài nỉ khách mua thêm vì biết đâu bạn vô tình làm cho nỗi đau của họ trở nên tồi tệ hơn .,"[6, 26]"
6083,có rất rất nhìu thanh niên ở đây bị đứt dây thần kinh hài hước,"[0, 25, 26]"
550,14 / 2 năm sau tau sẽ là ông già cô đơn ....,"[16, 20, 21]"
3815,"giờ nghĩ lại mới thấy vui thế , đến nay bạn bè lập gia đình cả rồi :(((","[2, 12, 21]"
23487,Hiểu lầm thôi,[12]
2671,và thế những thanh niên ô dâm vào bình luận về cô giáo mình như đúng rồi . nhân cách mất mẹ nó rồi,"[24, 26]"
4129,"những chuyện trọng đại trong đời ... ta cứ nghe lời vợ khuyên , và làm ngược lại ắt thành công ????","[0, 5, 15]"
28076,"Nguyễn Tấn Tài bênh 2 chiều.hahaa nực cười
Chắc mk nói oan cho mấy bạn nam rồi
Xin lỗi nha://
Mỗi ng có 1qđiem sống khác nhau
Ở trên bài viết có nói bạn nữ bị vde về tâm lí.
Vs mk thì nếu ko giúp đc gì cho ngta rồi thì thôi, đừng lôi chuyện của ngkh ra làm vde bàn tán, mua vui...
Thank!","[0, 25, 20]"
28059,Bi Nguyễn toi chỉ thấy tội cho bạn nữ kia,"[21, 6]"
3644,để nó vậy không thấy tội sao,[14]
tik003100,Cho xin đia chi nha em nay,[4]
13385,"Mary Lyn mình là grab đây bạn, đọc đi rồi hiểu chứ mình ko đôi có với người suy nghĩ ko sâu","[25, 26]"
tik019155,tôi đã gặp đc những người bạn như vậy nhma bây giờ thì đã không còn nữa rồi...,[21]
you001764,"video thực sự hữu ích, đã cảm thấy khá hơn, tks chị","[9, 10]"
303,ai thử rồi cho xin tấm hình cái coi nào,[14]
6954,Ý là đi cầu thang máy không hơn à mà phải bắc thang chi😂,"[0, 26]"
13378,Lâm Ngọc Nhật Thu Phải bảo lên trên cho hoàn tiền vào app rất mất thời gian mà shiper thì thời gian rất quan trọng chỉ hoàn tiền thôi mà có thể mất nhiều đơn hàng thì mệt lắm,"[20, 21]"
tik018995,"này là fact nha má, tr ơi kh phải tự nhiên t hay ngại đám đông hay j j đấy đâu tại t sợ mng thấy khuyết điểm của t ấy;-;","[17, 21, 19]"
16577,Kim Ngan Nguyen có clip kìa,[27]
5740,thế đéo nào lại ra được nhỉ ??,"[15, 25]"
tik015046,nhục nữa 🥰,[19]
tik003803,giúp đỡ cho những hoàn cảnh như vậy còn có phước hơn. đi giúp mẹ con bà xuyến,"[23, 6]"
x001422,@nangoc84 Chia sẻ của anh rất hữu ích 🫡,"[9, 11]"
6139,giống găng tay của thanos vậy,"[14, 15]"
28040,Hy Hy Dương lọc đc 1 số bạn zai để né r đó,"[0, 25]"
24509,Mắc thiệt ngen Nguyễn Hoàng Xuyến Chi 🥺,"[20, 21]"
1629,may không có ai trong nhà,"[10, 17]"
tik020929,nhiều lúc mik ko biết nói j gặp đứa cùng tần số nói nhiều hẳn,"[12, 14]"
3056,nhạt hơn tao,"[25, 23]"
1492,thật là một câu chuyện buồn 😌,[21]
6849,này ai chả muốn haiz,"[25, 21]"
11349,Lái xe ô tô cũng  không  thể  bỏ  quá đc.,"[24, 25]"
11761,Mai Mai nhiều lúc nghĩ thế mà làm ko được 😁,"[0, 20]"
30856,Chưa hẹo là may rồi😅,[10]
4067,giờ còn lo học sánh vai với cường quốc 5 châu ai lại đi cưới chồng bây giờ :)))),[0]
16732,Đúng thật :)))),"[0, 11]"
6537,tới luôn em ơi .,"[27, 1]"
4184,rất nguy hiểm,"[16, 17]"
6122,các bạn nữ đập đầu vào tường chết hết rồi,"[23, 24]"
23027,Khốn nạn 😹,[25]
tik022114,@Xin loii dc chua 😀😅,"[10, 2, 0]"
1688,phim này hay dã man luôn - có ai biết phim nào kiểu dạng này nữa o 😍😍😍,"[1, 2, 4, 14]"
805,loài này bé như ngón tay phàm ăn lắm sợ luôn,"[0, 16]"
tik013651,thực ra là ko biết mở lời ntn,"[15, 17]"
24005,Dang táo bón thì bắt đi sự kiện,"[20, 25]"
5964,per nó tấn công tao với mày đó,"[24, 25]"
14732,Đề nghị ca thỉnh Bình dương vào cuộc tìm chủ thầu xd làm việc,"[24, 4]"
tik001440,lm bằng gang á 😆,[0]
6349,"per đấy , có người đưa ra quyết định đúng lúc thì các em đỡ khổ còn gì","[10, 11]"
you001735,"đỡ hơn roi, cam on ban","[9, 10]"
24603,Đặng Thị Thúy Bình hùi lúc đi vắng tanh,[27]
x001001,@myname22122000 Đúng vậy ạ,[11]
tik005462,Kkk phải rút kinh nghiệm ik giống tui nek mỗi lần đg ngủ mà tự nhiên thấy chạy đi tìm chỗ ái là t bật dậy liền mơ riết ngang đoạn đó là tỉnh à😁,"[0, 10]"
1107,agribank thu nhập bằng phong phì thì bố thằng nào biết được mà cập nhật,"[23, 26]"
2014,"aaaaa con nhện 😨 "" aaaaaaa con ế !"" - nhện said 😂😂😂","[0, 2, 16]"
5472,"youtuber nhà người ta đấy , làm cho mọi người cười sảng khoái . còn vn thì toàn món ăn không lồ , rồi mấy cái khác người","[0, 26, 25]"
1868,anh đừng bỏ em đi mà 😢,"[16, 21, 3]"
1734,mong mai sau cũng được như ông bà,"[5, 4]"
you002638,"Con gặp rất nhiều khó khăn và cẳng thẳng khi phải chịu áp lực học tập ở nước ngoài và trong vài ngày gần đây, cảm xúc và tâm lý của con giống như có một màn u tôi vây quanh. Con cảm ơn cô rất nhiều, cô đã up video ngay ngày con có cảm xúc tệ nhất và sau khi con xem xong video của cô thì con cảm thấy như được làm mới lại và trở nên tích cực hơn một chút. Con mong cô sẽ up thêm nhiều video để chia sẻ những kinh nghiệm của cô vì con rất thích nghe cô nói dù video có ngắn hay dài. Luôn ủng hộ cô.","[9, 10]"
you003136,"Mình tự ti vì ko xinh đẹp mình ko muốn đưa ra quan điểm của mình vì mình nghĩ mình ko quan trọng, mình ko giỏi ăn nói sao cái gì mình cũng ko bằng người ta","[21, 20, 18]"
5618,nhìn cái bà này tôi chỉ muốn xoạc bà 1 cái . sao bà không là con trai nhỉ . ông trời quá là trêu người rồi,[25]
tik022266,@nhuu.quynhh_07 😳,[19]
5186,"mình nghĩ sẽ không bao giờ là một thương hiệu quốc gia , là khát vọng về cà phê vn nữa ...","[20, 21]"
30068,Thích Lòng Vòng  biết là tại hàng hay tại người?  Hàng xịn mà thao tác sai sao. Chưa rõ nguyên nhân thì đừng vội đánh giá,"[15, 26, 25]"
12479,Vũ Huế em nghĩ giờ rất nhiểu ấy ạ,[27]
you003309,"Trước em cũng như vậy. Lúc nào cũng im re, chẳng giám nói gì, làm gì cũng sợ. Giờ thì thay đổi 180 độ :)) có cơ hội là nói liên tục, thấy cái gì hay hay là làm =))","[2, 1]"
31736,"Chíp Ng Jr. thì nó cũng như 471 cầu thủ khác từng có wc thôi, quan trọng là bộ sưu tập danh hiệu cá nhân lẫn tập thể",[27]
5601,thế đéo nào nó lại kẻ dưới đấy nhỉ,"[15, 24, 25]"
6208,moẹ s tuổi thơ của tôi toàn găp phải thằng mất dạy . toàn đánh với bắt nạt các b nữ . đm thằng per với thằng per lơn . tau vẫn nhớ,"[22, 25, 24]"
18166,Chia buồn cùng gia đình,"[6, 22, 21]"
4967,có khi nào mình thích anh hàng xóm vì mình thích con mèo nhà anh không nhỉ :<,"[4, 14, 3]"
tik011984,hối han tất cả trừ con t,"[18, 3]"
31063,đụng cái đã cái nư dì đâu 😆😆,[0]
26548,Đúng rồi em trai👍,[11]
tik019720,@Tờ My💤 @milkchocolate8_5 @tấn phát 🔥,[1]
19334,Vl này là đúng nghĩa sẻo bướm 🙂,[23]
12012,LêThị VânAnh về a gt ny cái,[4]
3877,chờ mãi đéo thấy làm gì chán,"[20, 25]"
5386,🙄🙄🙄🙄 tao cũng thích kiểu kể chuyện trước khi đi ngủ . cho đến khi tao ngủ luôn . mà đéo có ai hết . buồn đời,[25]
15,ổng quay thiệt mà sao chửi ổng thế . không quay sao máy bạn xem được đó :)),"[13, 26, 0]"
tik014011,tự kỉ hướng nội muốn trở thành hướng ngoại nhưng bị ám ảnh quá khứ trầm ko mún ra ngoài ...đó là tôi..,"[17, 21]"
tik003134,ah chị này ở đâu vậy cho xin địa chỉ được ko,[14]
29663,Đọc bình luận thấy vẫn nhiều người chê xe VF. Giờ VF chạy đầy đường rồi chắc tức lắm nhỉ 🤣🤣,"[0, 25]"
4297,per đã hiểu sao hè năm ngoái có quả lịch học vãi chưa =)),"[0, 12]"
tik013343,"Mình cũng đang ở ngưỡng 30t. Và đang mong lung k biết nên làm gì cho đúng, k biết nên làm cv gì phù hợp với bản thân. Xem clip này mình chạm tới cảm xúc thật. Cảm ơn bạn và mong cho mình sẽ ổn hơn","[9, 15]"
32107,"Lê Trọng Nghĩa tùy trường đó bạn,ở quê thì vẫn nề nếp ấy xếp hàng vào lớp khi ra chơi và ra về",[27]
5747,tao đang đọc cái lol gì đây :)) sao lại thành truyện giáo dục rồi dume,"[0, 15, 25]"
tik002760,Đc của ac này ở đâu zay ạ.,[14]
18938,Này mà gọi là thơ à 🤣,"[0, 23]"
19753,"Hong một động tác thừa , chú đỉnh vãi ☺️","[0, 8]"
tik016696,đug vậy,[11]
19424,Nguyễn Thúy Hằng có vẻ xung ha,[13]
you003418,"Tôi 1 thời cũng vậy. Nhưng giờ nghĩ lại thấy mình quá giở hơi. Mình nghĩ yêu như vậy là đúng nhưng sao ko đặt vào địa vị của cô ấy, người ta cũng có trái tim cũng biết yêu người này và ghét người khác chớ","[18, 12]"
3020,xem lâu rồi giờ xem lại vẫn buồn cười,"[0, 2]"
tik021137,Chung fandom là tới câu chuyện liền,[2]
31722,"Hieu M Dinh nghĩ mà cay thật a7 t vua đệm bóng 3m
Vua dành và sut pen.nhưng ko đc nhận..đúng cay luon",[25]
x000187,@rin_crypto Cứ an nhiên đời sẽ bình yên thôi ạ,"[5, 6, 10]"
14925,"Bảo sao thầy cô giờ bỏ nghề nhiều. Lương thấp 1 phần, áp lực và rủi ro nghề nghiệp.","[21, 25]"
31600,Quả thật phóng sinh chính là tiếp tay cho sát sinh,"[23, 26]"
19405,Bọn này chỉ có tiền chứ lgi có đạo đức hả ban tẩy chay đi mng 😡,"[24, 4]"
1981,nắng cũng đã sắp tàn sao mà chả thấy em đâu ...,"[20, 21]"
2539,per cú này hoành tráng hơn bệnh nhân của anh luôn nè,"[0, 8]"
3780,mỗi lần chạy xe ngang kv bình chánh là cảm thấy sợ,"[16, 17]"
tik018668,k có tri thức nên làm gì cũng khó,"[21, 20]"
3867,lâu quá rồi mới nghe lại bài này . từ lúc ctay mối tình đầu :((,"[21, 22]"
you000243,Đánh thì thua mà lại bắt thần phục và cống nạp 😂,"[0, 23]"
14147,Alo tr oi😞,[21]
18610,kiện cho mất việc mẹ đi,"[24, 25]"
12072,🙂😍😘,"[2, 3, 4]"
5696,ngu quá là ngu đậu xe gì mà sát đường ray tàu hoả thế chứ .? quả này người ta còn phạt thêm cho nữa chứ đâu phải lát xe mà xong đâu ..?,"[26, 24]"
tik000337,hết cả hồn =)))),"[0, 10, 13]"
24815,"Mô vú
Em sẽ",[27]
17523,Lê Thuý Quỳnh khét đấy 🤣🤣,[0]
1771,đang ăn . nói nói con cặc 😒😒,"[25, 24]"
2594,woa ... dài dữ ..😃😃,[13]
11815,Cương Tỏm  tối choa hun 10 cái. 😁😁😁,"[0, 2]"
tik018014,"đen
răng hoo
nhưng làm Ltrưởng 😌😌","[0, 7]"
677,có vậy ông mới có công chuyện làm mà kiếm tiền còn la lối chửi mắng có tội nghe con .,"[24, 26]"
28052,"Yến Phi đọc kĩ đi :""liên tục thay đổi bạn tình""
Chả khác j đàn ông là thú vui qua đường của nó, chơi nhiều bị bệnh cũng do nó chứ do ai
Đến thế còn bênh được thì chịu",[23]
you000793,Cảm ơn anh Duy đã chia sẽ những trải nghiệm và bài học của bản thân. Chúc kênh của anh ngày càng phát triển,[9]
you001203,Em bị tâm lí sợ ra nhưng nơi đông người anh có cách nào khắc phục ko ạ mong anh rep ạ .,[4]
19746,Này lên phường tặng 2 quyển tập thì tuyệt,"[0, 11]"
28860,"Nguyễn Sin theo đến cùng ngen khầy, vụ này k thể bỏ qua được",[24]
14771,Địa chỉ chỗ làm đi ad đến lấy tiền công lại nhé,"[4, 6]"
5323,nên cho người xử sai ngồi tù như người ta xem sao ....,"[24, 26]"
26265,cháu nhà tôi ngoan lắm 😁,"[2, 7, 3]"
tik017231,như hoa cô nương 🗿🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,[1]
20891,Nguyễn Thị Lệ Hà cái bà này nói đúng ghê ụ mé nhìn mặt ko có cảm tình luôn,"[23, 26]"
5977,hay lắm . thằng anh giúp 2e thêm yêu lao động,"[2, 8, 7]"
tik015799,"ừ, ko có nhan sắc thì làm j cũng ngại","[21, 19]"
2435,cứ chiếu mấy bộ phim thế này bảo sao tụi nhỏ không chịu học,"[25, 26]"
tik013550,cố lên tôi ơi.roi mọi chuyện sẽ ổn thôi,"[5, 6]"
x000860,@july107193 Đau nhất là còn còn yêu nhưng vẫn phải buông bỏ,[22]
3751,gớm không tưởng,"[23, 13]"
24899,bạn tao học lớp 9 cũng đạp 47km cả đi lẫn về cũng gần trăm cây . về bố nó thương binh lấy nạng vạng cho gần chết đấy chứ mà tung hô,"[24, 25]"
21367,Tội quá a di đà phật,[21]
6147,ối dồi ôi ! như con lợn hồng vậy ! haha,[0]
3895,nhìn kinh 😌,[23]
13337,Những con ng đặt cho sang mồm đó á nên lập 1 danh sách đen cho mn chiêm ngưỡng. Đã méo có tiền còn thích sang,"[25, 24]"
tik012008,Nhạc hot ghê,[1]
you002138,Tks bạn nhiều thật nhiều bổ ích,[9]
x000677,@ANHHUNG205 ai rồi cũng phải buông bỏ một vài điều gì đó b nhỉ,"[21, 12]"
2793,nó ở cái tầm vũ trụ chuẩn mẹ rồi,"[8, 11]"
you000550,cảm ơn,[9]
12805,Ở nhà còn k dám đánh sót con ghê,"[16, 17]"
tik015099,"thừa cân, mùi cơ thể, da sạm và ti tỉ những thứ xấu xí trên cơ thể t","[23, 21, 19]"
tik018839,làm gì cũng sợ ngta cười,"[16, 17, 19]"
12815,Nhìn mặt ác ds🙂‍↕️🙂‍↕️🙂‍↕️,"[0, 23]"
4366,nhìn bên dưới cầu bẩn đéo chịu được . lỡ té xuống nước thì tha hồ mà tắm và hưởng thụ sự trong sạch đến mắc ói của nước và rác thải .,"[23, 25]"
201,thấy anh đấy làm tùm lum mà con nhện vẫn đứng im là tao biết có chiêu rồi . định gạt anh ak,[12]
3617,tan tành rồi .,"[20, 21]"
tik005054,🥰🥰🥰😁😁😁😂😂😂,"[0, 1, 2]"
30088,Phong Nguyen giáo sư có cách nào chống hack k,"[4, 14]"
31772,Huy Hoàng vua bóng đá vì thời ít mạng xã hội chưa dính drama nào thôi :)) cái quan trọng là cái tính cách và phong cách thì mới được vua bóng đá còn về trình và cách xử lý cả về tốc độ nói chung là toàn diện thì xin cái tuổi 🤏🏻,"[0, 8]"
you000194,4tr,[27]
tik013575,"36 tuổi đi đường 1 chiều,k sao đâu , hãy cố gắng để nắm bắt cơ hội phía trước , để chúng ta rẽ vào đường cao tốc!!!","[5, 1]"
26285,Nguyễn Hằng ta cứ  nhẹ chân  ga tay ga thôi e her,[0]
15556,thầy bạch đã xem và đã keme,[27]
red000237,"tôi mới sống hết 1/3 cuộc đời thôi nhưng chắc sẽ có nhiều người giống tôi đó là "" chằng hỗi hận điều gì cả"". vì sao chứ ? tôi cảm thấy biết ơn vì mình được sinh ra và tất cả những thứ tôi có, nhưng thứ tôi không có, những điều tồi tệ tôi phải nhận, những điều khiến tôi khó chịu, đều là bản thân tôi trải nghiệm, đều từ bản thân chính tôi mà ra.  
Cuộc sống này tôi chỉ sống một lần sao phải nuối tiếc chuyện quá khứ, tôi là chính tôi của hiện tại hài lòng với những gì mình đang có.","[9, 5, 7]"
tik011521,quá chuẩn ln,[11]
5355,lại được làm thêm quả nhà nữa . ngon,"[1, 2, 0]"
13142,"ui bài viết cứ như nói mình ấy, huhuu hóa ra vẫn có nhiều bế tắc như mình thời điểm này","[12, 21, 20]"
tik015175,hãy tự tin về bản thân của mik ko vc j phải ngại hết lạc quan lên,[5]
tik011629,Giá như năm đó kh cãi mẹ để nghỉ học 😅,[18]
11819,Manh Vo Huong Minh a/c lớn để e út mong chứ sao lại cười thế hè . Buồn ....😂😂,"[0, 20, 21]"
tik023844,"Tự hào khi có người chủ tịch đầu tiên là Bác , tự hào khi là người con của Việt Nam Muôn Năm
Việt Nam Muôn Năm
🥰🥰🥰🥰🥰🥰🥰","[7, 3]"
tik019268,kh bt nói giiii,[15]
19667,"Mấy ông nhà báo ngáo vc,tự dưng ghi tên ông grab ra làm gì,ghi cả chỗ làm. Mai mốt ông grab này sẻ bị trả thù dã man cho xem. Có thể sẻ nguy hiểm đến tính mạng.","[16, 24, 17]"
14872,Thuy Nguyen  Chính xác,[11]
5557,tuổi thơ của tôi =)),"[0, 2]"
28108,"Nguyễn Tấn Tài 
1. ""mn đâu joke về việc cô ấy bị xâm hại td, mn joke về bệnh của cô ấy thôi mà"" => bạn nên đọc lại một vài cmt của các bạn nam trog bài post này.
2. Còn chuyện bạn nữ vs ny của bn ý, thì để ngta tự giải quyết, tự nhiên chui vào gầm gường nhà ngta rồi nói bênh người này bênh người kia lmj ạ???",[25]
